area,severity,category,title,detail,evidence,next_step
ci-repro,important,process,"Ranked runs worth triggering now, with prerequisites and costs","RANK 1 — llm.yml workflow_dispatch, suite=easy, models left at the two pinned dated snapshots, provider=auto, TRIALS=5. Prerequisite: none; llm.yml is already on main (fcd5bc0), so workflow_dispatch is available today. Cost: run 135 spent ~$0.034 at trials=1 for 4 cells plus the smoke; at trials=5 the protocol job is ~5x, so roughly $0.15-0.20 total. This is the highest-value run in the list: it converts the four reds from an anecdote into a per-cell rate and directly tests whether medium/test_fix_python_syntax_error fails at a rate near issue #95's 55% on hosted models too, or whether it is near-deterministic. It ESTABLISHES a defensible per-cell claim-failure rate for hosted models; it REFUTES or confirms 'model variance' as the explanation. Caveat: at trials=5 the ci_llm_gate.py:336 all-trials rule will red the job even harder — read the job summary table, not the exit code. RANK 2 — same dispatch with only models=qwen/qwen3.6-27b=qwen/qwen3.6-27b-20260422 and trials=5, i.e. one model, to halve cost (~$0.08) if budget matters; establishes the same thing with less power. RANK 3 — merge PR #96, then dispatch macos.yml with runner set to a self-hosted or third-party arm64 label and min_memory_gb=16 and model_revision pinned to an immutable HF commit. Prerequisite: PR #96 MUST be merged first — workflow_dispatch only reads the workflow file from the default branch, and macos.yml exists only on claude/macos-ci-apple-silicon-r6wv2y (main is fcd5bc0). Second prerequisite: a runner that will actually be allocated (see the org-owned-repo finding). Cost: $0 on self-hosted; on macos-26-xlarge, larger macOS runners bill per minute and the lane's timeout is 90 minutes, so a realistic 30-60 minute run is single-digit-to-low-double-digit dollars — treat that as an estimate, not a repo-sourced number. It ESTABLISHES that the documented E4B QAT flag set boots and passes the easy integration suite on current upstream llama.cpp; it REFUTES nothing about the M1's performance and must never be written into docs/PERFORMANCE.md. RANK 4 — merge PR #96 for the free lanes alone (macos-tests + llama-contract on push/PR). Zero cost on a public repo, and it makes the arm64 platform claim continuously enforced rather than a one-off from two PR runs. NOT worth triggering: a re-run of the scheduled llm.yml at trials=1 — it would just resample the same coin.","PR #96 state: open, merged=false, base fcd5bc0, head 27dbfba, mergeable_state clean | /home/user/askme/.github/workflows/ (main has only ci.yml, llm.yml) | /home/user/askme/.github/workflows/llm.yml:19-41 (dispatch inputs: suite, models, provider, trials) | run 135 total cost ~$0.034; llm.yml:4 ""the measured Berkeley smoke matrix cost ~$0.012 total"" | PR #96 macos.yml inputs: runner, min_memory_gb, model_repo, model_file, model_revision, suite","Do RANK 1 first — it is the cheapest run that changes what you can honestly say, and it needs no merge."
ci-repro,nice_to_have,docs_or_claims,llm.yml's own header comment understates current cost and should be refreshed before the repo goes public,"llm.yml:3-5 says ""These spend real (tiny) OpenRouter credits — the measured Berkeley smoke matrix cost ~$0.012 total"". Run 135 measured ~$0.034 for the current 4-cell configuration. That is still trivially cheap, but under CLAUDE.md's rule that documented numbers are dated evidence rather than timeless truth, a comment quoting a stale figure from a different matrix is the kind of small inaccuracy a public reader will find. Same class of staleness: the berkeley-protocol job comment (llm.yml:119-122) already correctly disclaims that it ""is not a replay of the frozen four-model, strict-SiliconFlow historical matrix in talks/berkeley-agentic-ai-summit-2026/evals/README.md"" — that disclaimer is good and should be preserved verbatim in any public description, because it is precisely the distinction a reader would otherwise collapse.",/home/user/askme/.github/workflows/llm.yml:3-5 | /home/user/askme/.github/workflows/llm.yml:118-127 | run 135 total cost ~$0.034,
tests-gates,release_blocker,bug,incomplete_write / resume-anchor tests exercise a dead code path via the injection seam only — confirmed independently of issue #94,"Issue #94's central claim is verified from the code here, not taken on trust. `ActionTransport(content_truncated=True)` is constructed at exactly one place in askme.py — line 4502, inside the explicitly-labelled legacy compatibility branch whose own comment says 'the real model decoder rejects the same key and returns DecodedAction instead' (askme.py:4494-4504). Every live decode call site passes a default transport: askme.py:1062 `_accept_or_raise(parsed, text)`, :1069 `_accept_or_raise(repaired, text)`, and the tools-transport path :1125 `_accept_or_raise(envelope, cleaned, ActionTransport())`. Since ACTION_TRANSPORT = 'tools' (askme.py:218) is the only transport post-#92 and the JSON-envelope sentinel prompt was removed (askme.py:587-588), `ctx.truncated_write = act == ""write"" and ctx.transport.content_truncated` (askme.py:3537) is always False in a real run, so `_unresolved_incomplete_writes` (askme.py:1539) never finds anything and `_completion_blocker` (askme.py:1645) never fires for truncation.

Every test that drives this machinery injects the state directly. `tests/test_agent_actions.py:1128 class TestTruncatedWriteContinuation` opens with `@patch(""askme.ask_llm"")` and a `side_effect` list whose second element is a raw dict: `{""action"": ""write"", ""arg"": ""impl.py"", ""content"": ""line1\nline2\nline3 par"", ""content_truncated"": True}` (lines 1132-1141). That literal key is the injection seam — a model can never produce it. The same construction repeats at test_agent_actions.py lines 1175, 1214, 1250, 1277, 1301, 1332, 1764, 1948, 1980, 2012, 2053, 2059, 2115, 2122, 2165, 2209, 2219 and more (38 `content_truncated` occurrences in that one file). The seven tests in TestTruncatedWriteContinuation (test_partial_lines_written_then_append_completes, test_truncated_write_output_carries_resume_anchor, test_empty_truncated_write_not_told_to_append, test_empty_truncated_append_chunk_stays_append, test_line_boundary_truncation_drops_nothing, test_no_complete_line_skips_dispatch, test_reemitted_truncated_prefix_is_clean_restart) plus the symlink-alias obligation family (test_agent_actions.py:1937-2300) all depend on it. `tests/test_agent_step_policy.py`, `tests/test_agent_completion_gates.py`, and `tests/test_agent_run_state.py` reference `incomplete_write` a further 7 times, likewise from constructed state.

The damning part is that the suite ALSO pins the contradictory live behavior, in green, in a different file: `tests/test_agent_tool_transport.py:253 test_exhausted_truncated_arguments_raise_response_truncated` feeds a genuinely cut tool-call payload (`'{""arg"": ""big.py"", ""content"": ""line one\\nline tw'`, finish_reason='length') and asserts `pytest.raises(json.JSONDecodeError, match=""truncated"")` with `response_truncated is True` — i.e. the whole write, content included, is discarded. So one suite certifies 'partial write is committed and resumed' and another certifies 'partial write is thrown away', and both pass.","askme.py:4494-4504 (only ActionTransport(content_truncated=True) construction; comment states the real decoder rejects the key) | askme.py:1062, 1069, 1125 (all live _accept_or_raise calls pass default/None transport) | askme.py:3537 ctx.truncated_write = act == ""write"" and ctx.transport.content_truncated | askme.py:218 ACTION_TRANSPORT = ""tools""; askme.py:587-588 sentinel transport prompt removed | tests/test_agent_actions.py:1128-1360 class TestTruncatedWriteContinuation (7 tests, all via literal ""content_truncated"": True in mocked ask_llm dicts) | tests/test_agent_actions.py has 38 occurrences of content_truncated; test_agent_run_state.py 4, test_agent_step_policy.py 2, test_agent_completion_gates.py 1 | tests/test_agent_tool_transport.py:238-259 (live path: truncated tool arguments -> JSONDecodeError, response_truncated=True, no write receipt) | github.com/den-run-ai/askme/issues/94","Before any public release, either land option 1 from #94 (salvage the valid prefix so a live truncated write actually produces _truncated_write) with a regression driven from a truncated tool-call reply rather than the injection seam, or land option 2 (delete the unreachable machinery, its ~50 injection-seam assertions, the CLAUDE.md invariant clause, and the docs/showcase-tasks.md claim). Do not ship a public repo where the largest single test class covers code no model can reach."
tests-gates,important,process,"All 24 skips are live-backend tests, and the skip reason cannot distinguish 'not opted in' from 'backend down'","Full breakdown from `pytest tests/ -q -rs`. Group A — local llama-server on :8080, reason string 'live LLM tests not enabled or llama-server not running on :8080', 13 tests: tests/test_agent_integration.py lines 31, 40, 46, 62, 80, 100, 117, 134, 152, 366, 385, 411 and tests/test_agent_planning.py:424. Group B — OpenRouter, reason 'live LLM tests not enabled or OpenRouter API not available', 11 tests: tests/test_agent_integration.py lines 187, 195, 200, 214, 229, 246, 262, 278, 292, 318, 337. There is no third group; every skip is backend-gated, none are platform or dependency skips.

The gating logic (tests/conftest.py:71-82) is `pytest.mark.skipif(not live_llm_enabled or not _llm_available(), reason=...)`. Two separate conditions collapse into one reason string. Concretely: a contributor who sets ASKME_RUN_LIVE_LLM_TESTS=1 but has no llama-server running gets a skip line byte-identical to a contributor who never opted in. Nothing in the run output — not the reason, not a marker, not the count — distinguishes 'the backend was never asked' from 'the backend was asked and was unreachable'. For a project whose CLAUDE.md states 'A skipped integration suite is not evidence that a backend works', the harness cannot itself tell the two apart.

What IS defensible and worth saying: the short-circuit in `not live_llm_enabled or not _openrouter_available()` means Python never evaluates the probe when the env var is absent, so the default suite genuinely makes zero network calls and reads no credential — the network-free/credential-free claim in CLAUDE.md holds.","tests/conftest.py:71-82 (skip_no_llm, skip_no_openrouter skipif expressions and reason strings) | tests/conftest.py:36-45 _llm_available() probes http://localhost:8080/health | tests/conftest.py:48-68 _openrouter_available() reads repo-root .env then GETs openrouter.ai/api/v1/models | pytest tests/ -q -rs output: 1208 passed, 24 skipped, 13 llama-server + 11 OpenRouter","Split the two conditions into distinct reason strings ('ASKME_RUN_LIVE_LLM_TESTS not set' vs 'opted in but llama-server on :8080 unreachable'), and in any public README/blog copy state the pass count as '1208 deterministic, offline, mock-boundary tests; 24 live-backend tests skipped by default' rather than a bare '1208 passing'."
tests-gates,important,docs_or_claims,The repo's own documented commands fail on a stock machine: uv is pinned with == not >=,"pyproject.toml:22 sets `required-version = ""==0.12.1""` under [tool.uv]. Every command block in CLAUDE.md and the README starts with `uv run --locked ...`. On this container (uv 0.8.17) the documented entry point fails immediately with: `error: Required uv version ==0.12.1 does not match the running version 0.8.17. Update uv by running uv self update 0.12.1`. This is not a stale-lock or a network issue — the exact-equality pin also rejects any uv NEWER than 0.12.1, so it will break again for every contributor on a current uv as soon as astral ships a release. A reader arriving from the recorded Berkeley talk and typing the first command in the README hits a hard error before anything runs. The workaround (invoke the venv interpreter directly) is undocumented.","pyproject.toml:20-22 [tool.uv] required-version = ""==0.12.1"" | observed: `uv run --locked --no-dev askme.py --help` -> error: Required uv version `==0.12.1` does not match the running version `0.8.17` | CLAUDE.md Commands section: every block begins with `uv run --locked` | .github/workflows/ci.yml:29,59 astral-sh/setup-uv pinned version: ""0.12.1"" (CI is consistent; only external contributors are affected)","Relax to `required-version = "">=0.12.1""` (CI already pins the exact version via setup-uv, so reproducibility is preserved), or add a documented plain-venv fallback path to the README quick start."
tests-gates,important,ci_infra,Issue #84's 30-second sleep is still there and is 82% of the deterministic suite's wall clock,"Issue #84 scope item 1 asks to replace the real `sleep 60` with an injected subprocess.TimeoutExpired. It has not been done. `tests/test_agent_core.py:38-41` still reads: `def test_timeout(self, work_dir): result = execute({""action"": ""shell"", ""arg"": ""sleep 60""}, work_dir); assert result[""ok""] is False; assert result[""output""] == ""TIMEOUT""`. It runs against the real production default `SHELL_TIMEOUT = 30` (actions.py:56). Measured in isolation: 30.15s. The whole suite is 36.67s, so this one case is ~82% of the runtime, and CI pays it five times (ubuntu-latest x Python 3.10-3.14, ci.yml:49). Issue #84's own estimate of '~6 seconds without the timeout' matches the residual almost exactly.

The broader consolidation in #84 has also not happened: collected cases are now 1232 (1208+24) versus the 1,132 baseline the issue records at b86e534, i.e. the suite grew by ~100 cases rather than consolidating. tests/test_agent_action_protocol.py + tests/test_agent_schemas.py still collect 269 cases together, and tests/_test_support.py exists but RunDependencies appears in only 3 test files (test_agent_run_api.py:6, test_agent_step_policy.py:2, test_agent_run_config.py:2).","tests/test_agent_core.py:38-41 (sleep 60) | actions.py:56 SHELL_TIMEOUT = 30  # default | measured: pytest tests/test_agent_core.py::TestExecuteShell::test_timeout -> 1 passed in 30.15s; full suite 36.67s | .github/workflows/ci.yml:49 matrix python-version 3.10-3.14, all ubuntu-latest | pytest --collect-only: 1232 cases vs issue #84's recorded 1,132 at b86e534 | github.com/den-run-ai/askme/issues/84",Land #84 scope item 1 alone as a small PR — inject subprocess.TimeoutExpired and separately assert the configured timeout value reaches subprocess.run. It cuts CI wall clock by ~150s across the matrix and is the single cheapest visible quality win before a public release.
tests-gates,important,process,"Issue #80's monkeypatch debt has grown, not shrunk: 490 `patch(""askme.…"")` sites across 15 files","Issue #80 records 487 sites across 13 test files. Current counts by file (regex `patch\(\s*[""']askme\.`):
162 tests/test_agent_actions.py
 77 tests/test_agent_core.py
 68 tests/test_agent_recovery.py
 37 tests/test_agent_loop.py
 35 tests/test_agent_llm_client.py
 32 tests/test_agent_planning.py
 16 tests/test_agent_run_api.py
 15 tests/test_agent_schemas.py
 14 tests/test_agent_action_registry.py
 12 tests/test_agent_phase1.py
  8 tests/test_agent_run_config.py
  6 tests/test_agent_step_policy.py
  4 tests/test_agent_action_protocol.py
  3 tests/test_agent_completion_gates.py
  1 tests/test_agent_tool_transport.py
Total 490 across 15 files. Most-patched symbols: askme.ask_llm 205 (issue recorded 203), askme.replan_task 108 (was 106), askme.requests 66 (was 71), askme.LLM_BACKEND 37, askme.execute 15, askme.get_step 10, askme.get_plan 4. Separately there are 99 direct `askme.X = ` module-global assignments (test_agent_actions.py 50, test_agent_run_config.py 17, test_agent_loop.py 14, test_agent_recovery.py 13, plus conftest.py:2 in the autouse `disable_validation` fixture).

By contrast the injected seam the extraction wave built is barely used: `RunDependencies` appears in 3 test files, 10 references total. Only tests/test_bench_harness.py (14), tests/test_featurebench_adapter.py (8), tests/test_ci_llm_gate.py (1) and tests/test_agent_llm_client.py (1) use monkeypatch.setattr at all, and none of those target askme module globals.

This is the concrete reason #80 says it blocks the physical split of askme.py: 490 tests depend on single-module late binding, so moving any caller into a new module silently stops interception without failing a test.","grep -cE 'patch\(\s*[""'\'']askme\.' per file, totals above | github.com/den-run-ai/askme/issues/80 (recorded 487 sites / 13 files, table of per-symbol counts) | tests/conftest.py:18-28 autouse disable_validation fixture mutates askme.FINAL_VALIDATE directly | RunDependencies referenced in only tests/test_agent_run_api.py, test_agent_step_policy.py, test_agent_run_config.py",Do not claim publicly that the extraction wave (#37/#40) 'landed the injectable boundary' without the caveat that the suite has not migrated onto it. Either migrate the top three files or restate #80's acceptance target with the current 490 baseline.
tests-gates,nice_to_have,ci_infra,The 90% coverage gate covers only askme.py and actions.py — the evidence-producing infrastructure is outside it,"pyproject.toml [tool.coverage.run] sets `source = [""askme"", ""actions""]` with branch = true, and [tool.coverage.report] sets fail_under = 90. ci.yml:73-74 passes `--cov=askme --cov=actions` and runs coverage only on the Python 3.14 matrix leg (ci.yml:69, 81, 89). So the modules that produce the project's public evidence — tests/workflow_eval.py (the native semantic workflow evaluator), tests/bench_harness.py, tests/featurebench/askme_adapter.py, tests/featurebench/canary_audit.py, tests/ci_llm_gate.py — carry no coverage floor at all. They are type-checked (pyproject.toml [tool.ty.src] include lists all five) and they do have their own test files, but a regression in the evaluator or the canary audit cannot fail the coverage gate. For a project whose credibility rests on 'claims trace to frozen records', the record-producing code is the code least protected by the headline number.

The 96.61% figure is therefore accurate but narrower than a reader will assume: it describes the two runtime modules, not the harness as a whole.","pyproject.toml [tool.coverage.run] source = [""askme"", ""actions""], branch = true | pyproject.toml [tool.coverage.report] fail_under = 90 | .github/workflows/ci.yml:73-79 --cov=askme --cov=actions only; coverage step gated to matrix.python-version == '3.14' | pyproject.toml [tool.ty.src] include lists tests/_test_support.py, tests/bench_harness.py, tests/ci_llm_gate.py, tests/workflow_eval.py, tests/featurebench/askme_adapter.py, tests/featurebench/canary_audit.py","Either extend --cov to the evaluation modules with their own (lower) floor, or state the scope explicitly wherever 96.6% is quoted: 'branch coverage of the runtime modules askme.py and actions.py'."
tests-gates,informational,story_material,"Observation-integrity truncation coverage is real, reachable, and defensible to cite publicly","This is the counterweight to the incomplete_write finding and is worth stating in the blog post because it is the invariant most likely to be probed. Unlike the truncation-recovery family, the read/search/tree truncation tests call the production `execute(...)` against real files on disk and assert the user-visible contract. tests/test_agent_actions.py carries explicit `truncation_reasons` assertions for every documented cap: 'matches' (:272), 'snippets' (:291), 'files' (:300), 'chars' (:308, :438), 'unreadable' (:348), 'entries' (:407), 'depth' (:428), 'walk_errors' (:463) — and, critically, negative cases asserting `truncation_reasons == []` when no cap was hit (:285, :317, :415), which is what makes the positive assertions meaningful.

Continuation resume-reconstruction is likewise covered against reconstructed artifacts, not internal flags: test_window_header_and_continuation (:69), test_continuation_navigation_covers_whole_file (:80), test_last_window_has_no_continuation (:88), test_offset_past_eof (:95), test_long_single_line_reconstructs_exactly (:124), test_wide_multiline_pages_reconstruct_to_eof (:134), test_nondefault_limit_is_preserved_through_reconstruction (:144), test_stale_hash_rejects_continuation (:165), test_cursor_requires_valid_continuation_limit (:182). These match the CLAUDE.md invariant clause by clause ('long lines, wide multi-line windows, repeated continuation to EOF').","tests/test_agent_actions.py:69-182 (read continuation / reconstruction family) | tests/test_agent_actions.py:272, 285, 291, 300, 308, 317, 348, 407, 415, 428, 438, 463 (truncation_reasons assertions incl. negative cases) | CLAUDE.md 'Truncation and observation integrity' invariant block",
tests-gates,informational,story_material,"Credential-exclusion invariants have genuine end-to-end coverage across runtime, CI, and the canary auditor","Also defensible to state publicly. The CLAUDE.md rule 'Never print, persist, upload, or copy API keys into fixtures, logs, artifacts, issues, or PR text' is backed by tests at four distinct layers: tests/test_agent_run_api.py:367 test_result_and_events_never_carry_the_api_key; tests/test_agent_run_config.py:460 test_credentials_never_reach_the_hash_or_metadata; tests/test_ci_workflows_contract.py:81 test_workflows_do_not_persist_checkout_credentials; tests/test_featurebench_adapter.py:71 and :116 (strict OpenRouter environment omits the credential; launcher scrubs the transient credential before agent actions); and tests/test_featurebench_canary_audit.py:895/:908/:923 including test_secret_scan_detects_value_split_across_streaming_chunks and test_missing_api_key_makes_leak_audit_invalid — the latter is the right shape, because it refuses to call the leak audit valid when it had no key to look for.","tests/test_agent_run_api.py:367 | tests/test_agent_run_config.py:460 | tests/test_ci_workflows_contract.py:81 | tests/test_featurebench_adapter.py:71, 116 | tests/test_featurebench_canary_audit.py:895, 908, 923",
tests-gates,informational,process,No assertion-free or trivially-passing tests found — the one AST candidate is a false positive,"An AST scan of every `test_*` function in tests/test_*.py for functions containing zero ast.Assert nodes returned 44 hits. 43 of them are `pytest.raises`/`pytest.warns` with-block tests, which is the correct idiom (e.g. tests/test_agent_tool_transport.py:202-227, tests/test_agent_run_config.py:70-169). The single remaining candidate, tests/test_agent_integration.py:292 test_replan_multi_step_recovery, has no inline assert and no with-block — but it ends in `assert_file(tmp_path / ""config.json"", ""SUCCESS"")`, a module helper that does assert. So it can fail. There is no `assert True`, no bare `pass` test, and no xfail in the suite; xfail_strict = true and filterwarnings = [""error""] are set in pyproject.toml, so a warning is a failure and an unexpectedly-passing xfail would be an error. On the specific charge 'assertions that cannot fail', the repo is clean and this can be said publicly.

One residual caveat: tests/test_agent_actions.py contains 13 inline `pytest.skip(""file/directory symlinks are unavailable"")` guards (lines 61, 345, 1891, 1973, 2005, 2045, 2103, 2157, 2192, 2268, 2315, 2362, 2417). CI is ubuntu-only (ci.yml:18, 44), so they never trip there, but a contributor on a symlink-restricted Windows checkout silently loses the entire symlink-alias identity-normalization family with no signal beyond a higher skip count.","AST scan of tests/test_*.py: 44 functions with no ast.Assert, 43 use pytest.raises with-blocks | tests/test_agent_integration.py:292-308 calls assert_file() helper (asserting) | pyproject.toml [tool.pytest.ini_options] filterwarnings = [""error""], xfail_strict = true, addopts = [""-ra"", ""--strict-config"", ""--strict-markers""] | tests/test_agent_actions.py: 13 inline pytest.skip symlink guards | .github/workflows/ci.yml:18, 44 runs-on: ubuntu-latest",
tests-gates,nice_to_have,docs_or_claims,CLAUDE.md invariants without test coverage are narrow — the notable gap is the recovery half of the incomplete_write rule,"Walking the 'Engineering invariants' block against the suite: (a) Truncation and observation integrity — the observation half (bounded read/search/tree must not look complete) is covered and reachable; the mutation half ('A partial/truncated mutation is incomplete_write... Preserve an actionable resume boundary and target') is covered only through the injection seam and is unreachable in production, per the release-blocker finding above. (b) Continuations must resume at the first unread content, reconstructed without gaps or duplication — covered and reachable (test_agent_actions.py:80-182). (c) 'An explicit validator rejection cannot be erased by a later unavailable or malformed validator response. Require new successful mutation or shell evidence before a recheck' — covered: tests/test_agent_recovery.py:1477 test_validate_unavailable_is_complete_unverified, :1527 test_validate_recheck_capped_after_recovery, :1559 test_validate_recheck_requires_new_evidence. (d) 'Do not add workspace mutations, including deterministic recovery, that bypass the action/recording boundary' (#41) — covered: tests/test_agent_recovery.py:969 test_proposed_action_is_executor_valid_and_repairs_the_file, tests/test_agent_completion_gates.py:39 test_repair_auto_completion_cannot_bypass_an_open_obligation. (e) 'Never leak held-out evaluator evidence into prompts' — held-out handling appears only in tests/test_workflow_eval.py and tests/workflow_eval.py; I did not verify whether a test asserts that held-out evidence never reaches the agent's recovery context, and that module is outside the coverage gate. So the one invariant with a demonstrated coverage-vs-reachability gap is the incomplete_write recovery half; (e) is the one I could not confirm either way.","tests/test_agent_recovery.py:1477, 1527, 1559 (validation stickiness / new-evidence requirement) | tests/test_agent_recovery.py:969; tests/test_agent_completion_gates.py:39 (recovery goes through the executor boundary) | tests/test_agent_actions.py:80-182 (continuation reconstruction) | grep for held.out/held_out matches only tests/test_workflow_eval.py and tests/workflow_eval.py | CLAUDE.md 'Engineering invariants' and 'Verification and acceptance' blocks","Confirm there is an explicit regression asserting held-out evaluator evidence never enters the agent's recovery context; if not, add one, since that boundary is a headline claim of the evaluation methodology."
tests-gates,nice_to_have,ci_infra,conftest silently sources a repo-root .env into os.environ when live tests are opted in,"tests/conftest.py:52-58: `_openrouter_available()` reads `<repo root>/.env` line by line and calls `os.environ.setdefault(k, v)` for every KEY=VALUE line before checking OPENROUTER_API_KEY. This only executes when ASKME_RUN_LIVE_LLM_TESTS=1 (short-circuit at conftest.py:78), so the default suite is unaffected and the network-free claim holds. But it means the opt-in path injects arbitrary key/value pairs from an untracked dotfile into the process environment of the whole test session, not just the OpenRouter credential, and it does so as a side effect of a function named `_openrouter_available`. For a public repo where readers will copy the live-test invocation, that is worth either narrowing to OPENROUTER_API_KEY or documenting.",tests/conftest.py:48-68 _openrouter_available() reads .env and os.environ.setdefault for every line | tests/conftest.py:71-82 short-circuit means the .env read never happens without the opt-in,"Narrow the .env parse to the single OPENROUTER_API_KEY key, or move it to an explicitly named helper so the side effect is visible at the call site."
